School Name,State Name [Public School] Latest available year,State Abbr [Public School] Latest available year,School Name [Public School] 2014-15,School ID - NCES Assigned [Public School] Latest available year
ALTIMIRA MIDDLE,California,CA ,Altimira Middle,63720006298
ALTURAS COMMUNITY DAY,California,CA ,Alturas Community Day,62519011692
ALTURAS ELEMENTARY,California,CA ,Alturas Elementary,62519003762
ALVARADO ELEMENTARY,California,CA ,Alvarado Elementary,62250009902
ALVARADO ELEMENTARY,California,CA ,Alvarado Elementary,62691004065
ALVARADO ELEMENTARY,California,CA ,Alvarado Elementary,63441005583
ALVARADO INTERMEDIATE,California,CA ,Alvarado Intermediate,63375005197
ALVARADO MIDDLE,California,CA ,Alvarado Middle,62691004066
ALVIEW ELEMENTARY,California,CA ,Alview Elementary,60236000125
ALVIN ELEMENTARY,California,CA ,Alvin Elementary,60558009313
ALVIN M. DUNN ELEMENTARY,California,CA ,Alvin M. Dunn Elementary,63488005889
ALVIN S. HATCH ELEMENTARY,California,CA ,Alvin S. Hatch Elementary,60678000596
ALVINA ELEMENTARY CHARTER,California,CA ,Alvina Elementary Charter,60237000127
ALVORD ALTERNATIVE EDUCATION CENTER,California,CA ,Alvord Alternative Continuation High,60243013134
ALVORD CONTINUATION HIGH,California,CA ,Alvord Continuation High,60243000128
AMADOR COUNTY ROP,California,CA ,Amador County ROP,60008910738
AMADOR COUNTY SPECIAL EDUCATION,California,CA ,Amador County Special Education,69100106970
AMADOR HIGH,California,CA ,Amador High,60245008786
AMADOR VALLEY HIGH,California,CA ,Amador Valley High,60002009282
AMANECER PRIMARY CENTER,California,CA ,Amanecer Primary Center,62271011621
AMARGOSA CREEK MIDDLE,California,CA ,Amargosa Creek Middle,62088008717
AMBASSADOR PHILLIP V. SANCHEZ PUBLIC CHARTER,California,CA ,Ambassador Phillip V. Sanchez Public Charter,63168012984
AMBLER AVENUE ELEMENTARY,California,CA ,Ambler Avenue Elementary,62271002809
AMELIA EARHART CONTINUATION,California,CA ,Amelia Earhart Continuation,62271002972
AMELIA EARHART ELEMENTARY,California,CA ,Amelia Earhart Elementary,60177000043
AMELIA EARHART ELEMENTARY SCHOOL OF INTERNATIONAL,California,CA ,Amelia Earhart Elementary School of International Studies,61111008766
AMELIA EARHART MIDDLE,California,CA ,Amelia Earhart Middle,63315005006
AMERICA'S FINEST CHARTER,California,CA ,America's Finest Charter,63432012854
AMERICAN CANYON HIGH,California,CA ,American Canyon High,62664012535
AMERICAN CANYON MIDDLE,California,CA ,American Canyon Middle,62664007575
AMERICAN ELEMENTARY,California,CA ,American Elementary,63348011603
AMERICAN HIGH,California,CA ,American High,61440001654
AMERICAN INDIAN PUBLIC CHARTER,California,CA ,American Indian Public Charter,62805005673
AMERICAN INDIAN PUBLIC CHARTER SCHOOL II,California,CA ,American Indian Public Charter School II,62805012013
AMERICAN INDIAN PUBLIC HIGH,California,CA ,American Indian Public High,62805011563
AMERICAN LAKES ELEMENTARY,California,CA ,American Lakes Elementary,60003601095
AMERICAN LEGION HIGH (CONTINUATION),California,CA ,American Legion High (Continuation),63384005221
AMERICAN RIVER CHARTER,California,CA ,American River Charter,60524012774
AMERICAN UNION ELEMENTARY,California,CA ,American Union Elementary,60141500147
AMESTI ELEMENTARY,California,CA ,Amesti Elementary,62949004534
AMESTOY ELEMENTARY,California,CA ,Amestoy Elementary,62271002811
AMISTAD HIGH (CONTINUATION),California,CA ,Amistad High (Continuation),61111007694
AMY B. SEIBERT ELEMENTARY,California,CA ,Amy B. Seibert Elementary,60639009327
ANACAPA MIDDLE,California,CA ,Anacapa Middle,64098006743
ANAHEIM HIGH,California,CA ,Anaheim High,60263000169
ANAHEIM HILLS ELEMENTARY,California,CA ,Anaheim Hills Elementary,62865004418
ANAHUACALMECAC INTER. UNIV. PREP. HIGH SCH OF N. A,CALIFORNIA,CA ,Anahuacalmecac Inter. Univ. Prep. High Sch of N. America,60143012271
ANALY HIGH,California,CA ,Analy High,60267000193
ANATOLA AVENUE ELEMENTARY,California,CA ,Anatola Avenue Elementary,62271002812
ANAVERDE HILLS,California,CA ,Anaverde Hills,64212010911
ANCHOR ACADEMY CHARTER,California,CA ,Anchor Academy Charter,60141512704
ANDASOL AVENUE ELEMENTARY,California,CA ,Andasol Avenue Elementary,62271002814
ANDERSON,California,CA ,Anderson,63417007342
ANDERSON (ALEX) ELEMENTARY,California,CA ,Anderson (Alex) Elementary,62781009413
ANDERSON (LINFORD L.) ELEMENTARY,California,CA ,Anderson (Linford L.) Elementary,61128001254
ANDERSON COMMUNITY DAY,California,CA ,Anderson Community Day,60270007439
ANDERSON COMMUNITY DAY TRANSITION,California,CA ,Anderson Community Day Transition,60270011937
ANDERSON ELEMENTARY,California,CA ,Anderson Elementary,60962000969
ANDERSON ELEMENTARY,California,CA ,Anderson Elementary,64215006901
ANDERSON HEIGHTS ELEMENTARY,California,CA ,Anderson Heights Elementary,60768000734
ANDERSON HIGH,California,CA ,Anderson High,60270000196
ANDERSON MIDDLE,California,CA ,Anderson Middle,60768000733
ANDERSON NEW TECHNOLOGY HIGH,California,CA ,Anderson New Technology High,60270010671
ANDERSON VALLEY ELEMENTARY,California,CA ,Anderson Valley Elementary,60273000198
ANDERSON VALLEY JUNIOR-SENIOR HIGH,California,CA ,Anderson Valley Junior-Senior High,60273000199
ANDERSON W. CLARK MAGNET HIGH,California,CA ,Anderson W. Clark Magnet High,61524007518
ANDRES AND MARIA CARDENAS ELEMENTARY,California,CA ,Andres and Maria Cardenas Elementary,62271012677
ANDRES DUARTE ELEMENTARY,California,CA ,Andres Duarte Elementary,61152001282
ANDREW CARNEGIE MIDDLE,California,CA ,Andrew Carnegie Middle,62271002896
ANDREW CARNEGIE MIDDLE,California,CA ,Andrew Carnegie Middle,63462005760
ANDREW JACKSON ELEMENTARY,California,CA ,Andrew Jackson Elementary,63627006186
ANDREW JACKSON ELEMENTARY,California,CA ,Andrew Jackson Elementary,61111001227
ANDREW JACKSON ELEMENTARY,California,CA ,Andrew Jackson Elementary,63531005990
ANDREW N. CHRISTENSEN MIDDLE,California,CA ,Andrew N. Christensen Middle,62211002618
ANDREW P. HILL HIGH,California,CA ,Andrew P. Hill High,61182001301
ANDROS KARPEROS,California,CA ,Andros Karperos,64347011377
ANGEL'S GATE (CONTINUATION),California,CA ,Angel's Gate (Continuation),62271002815
ANGELES MESA ELEMENTARY,California,CA ,Angeles Mesa Elementary,62271002816
ANGELO RODRIGUEZ HIGH,California,CA ,Angelo Rodriguez High,61336010429
ANGIER ELEMENTARY,California,CA ,Angier Elementary,63432005410
ANIMO AVALON CHARTER MIDDLE,CALIFORNIA,CA ,Animo Avalon Charter Middle,62271013787
ANIMO CHARTER MIDDLE NO. 1,California,CA ,Animo Ellen Ochoa Charter Middle,62271012905
ANIMO CHARTER MIDDLE NO. 2,California,CA ,Animo James B. Taylor Charter Middle,62271012908
ANIMO CHARTER MIDDLE NO. 3,California,CA ,Animo Western Charter Middle,62271012935
ANIMO CHARTER MIDDLE NO. 4,California,CA ,Animo Phillis Wheatley Charter Middle,62271012939
ANIMO COLLEGE PREPARATORY ACADEMY,California,CA ,Animo College Preparatory Academy,62271012903
ANIMO INGLEWOOD CHARTER HIGH,California,CA ,Animo Inglewood Charter High,61839010538
ANIMO JACKIE ROBINSON HIGH,California,CA ,Animo Jackie Robinson High,62271011636
ANIMO JEFFERSON CHARTER MIDDLE,California,CA ,Animo Jefferson Charter Middle,62271012690
ANIMO LEADERSHIP HIGH,California,CA ,Animo Leadership High,62142008504
ANIMO PAT BROWN,California,CA ,Animo Pat Brown,62271010849
ANIMO RALPH BUNCHE HIGH,California,CA ,Animo Ralph Bunche High,62271011635
ANIMO SOUTH LOS ANGELES CHARTER,California,CA ,Animo South Los Angeles Charter,62271010836
ANIMO VENICE CHARTER HIGH,California,CA ,Animo Venice Charter High,62271010848
ANIMO WATTS COLLEGE PREPARATORY ACADEMY,California,CA ,Animo Watts College Preparatory Academy,62271011640
ANIMO WESTSIDE CHARTER MIDDLE,California,CA ,Animo Westside Charter Middle,62271012631
ANN B. LEAVENWORTH,California,CA ,Ann B. Leavenworth,61455003019
ANN SOBRATO HIGH,California,CA ,Ann Sobrato High,62583011453
ANN SOLDO ELEMENTARY,California,CA ,Ann Soldo Elementary,62949008368
ANN STREET ELEMENTARY,California,CA ,Ann Street Elementary,62271002817
ANNA A. BORBA FUNDAMENTAL ELEMENTARY,California,CA ,Anna A. Borba Fundamental Elementary,60846000834
ANNA HAUSE ELEMENTARY,California,CA ,Anna Hause Elementary,60429012345
ANNA KIRCHGATER ELEMENTARY,California,CA ,Anna Kirchgater Elementary,61233001403
ANNA KYLE ELEMENTARY,California,CA ,Anna Kyle Elementary,61336001524
ANNA M. GLAZIER ELEMENTARY,California,CA ,Anna M. Glazier Elementary,62769004167
ANNA MCKENNEY INTERMEDIATE,California,CA ,Anna McKenney Intermediate,62409003620
ANNA YATES ELEMENTARY,California,CA ,Anna Yates Elementary,61263001425
ANNALEE AVENUE ELEMENTARY,California,CA ,Annalee Avenue Elementary,62271002818
ANNANDALE ELEMENTARY,California,CA ,Annandale Elementary,62271002819
ANNE DARLING ELEMENTARY,California,CA ,Anne Darling Elementary,63459005699
ANNIE E. CHENEY KINDERGARTEN,California,CA ,Annie E. Cheney Kindergarten,60912010207
ANNIE PENNYCOOK ELEMENTARY,California,CA ,Annie Pennycook Elementary,64074006718
ANNIE R. MITCHELL,California,CA ,Annie R. Mitchell,64116006807
ANSEL ADAMS,California,CA ,Ansel Adams,62223011413
ANSGAR LARSEN ELEMENTARY,California,CA ,Ansgar Larsen Elementary,61785002204
ANTELOPE COMMUNITY DAY,California,CA ,Antelope Community Day,60276008413
ANTELOPE CREEK ELEMENTARY,California,CA ,Antelope Creek Elementary,60001300805
ANTELOPE CROSSING MIDDLE,California,CA ,Antelope Crossing Middle,61149003494
ANTELOPE ELEMENTARY,California,CA ,Antelope Elementary,60276000201
ANTELOPE ELEMENTARY,California,CA ,Antelope Elementary,61187001323
ANTELOPE ELEMENTARY,California,CA ,Antelope Elementary,61944002333
ANTELOPE HIGH,California,CA ,Antelope High,63363012310
ANTELOPE HILLS ELEMENTARY,California,CA ,Antelope Hills Elementary,60002911044
ANTELOPE MEADOWS ELEMENTARY,California,CA ,Antelope Meadows Elementary,61149010268
ANTELOPE VALLEY HIGH,California,CA ,Antelope Valley High,60282000203
ANTELOPE VALLEY LEARNING ACADEMY,California,CA ,Antelope Valley Learning Academy,62958012022
ANTELOPE VALLEY ROP,California,CA ,Antelope Valley ROP,60011210925
ANTELOPE VIEW CHARTER,California,CA ,Antelope View Charter,60790008581
ANTHONY C. TRAINA ELEMENTARY,California,CA ,Anthony C. Traina Elementary,61884011411
ANTHONY G. BACICH ELEMENTARY,California,CA ,Anthony G. Bacich Elementary,61938002327
ANTHONY P. RUSSO ACADEMY,California,CA ,Russo/McEntee Academy,60231012063
ANTHONY SPANGLER ELEMENTARY,California,CA ,Anthony Spangler Elementary,62450003675
ANTHONY W. OCHOA MIDDLE,California,CA ,Anthony W. Ochoa Middle,61674009847
ANTIOCH CHARTER ACADEMY,California,CA ,Antioch Charter Academy,60285007493
ANTIOCH CHARTER ACADEMY II,California,CA ,Antioch Charter Academy II,60285011984
ANTIOCH HIGH,California,CA ,Antioch High,60285000207
ANTIOCH MIDDLE,California,CA ,Antioch Middle,60285000208
ANTONIO DEL BUONO ELEMENTARY,California,CA ,Antonio Del Buono Elementary,61518008355
ANZA ELEMENTARY,California,CA ,Anza Elementary,60681000603
ANZA ELEMENTARY,California,CA ,Anza Elementary,63942006550
ANZAR HIGH,California,CA ,Anzar High,69113603761
APEX ACADEMY,California,CA ,APEX Academy,62271012312
APOLLO ELEMENTARY COMMUNITY DAY,California,CA ,Apollo Elementary Community Day,69101710950
APOLLO HIGH,California,CA ,Apollo High,63684006245
APOLLO HIGH,California,CA ,Apollo High,61182006643
APPERSON STREET ELEMENTARY,California,CA ,Apperson Street Elementary,62271002820
APPLE ACADEMY CHARTER PUBLIC,California,CA ,Apple Academy Charter Public,62271013183
APPLE BLOSSOM,California,CA ,Apple Blossom,64023006652
APPLE VALLEY HIGH,California,CA ,Apple Valley High,60001709098
APPLE VALLEY UNIFIED PRESCHOOL SPECIAL EDUCATION,California,CA ,Apple Valley Unified Preschool Special Education,60001713290
APPLIED TECHNOLOGY CENTER,California,CA ,Applied Technology Center,62547012972
APRICOT VALLEY ELEMENTARY,California,CA ,Apricot Valley Elementary,63003011495
APRIL LANE ELEMENTARY,California,CA ,April Lane Elementary,64347007029
APTITUD COMMUNITY ACADEMY AT GOSS,California,CA ,Aptitud Community Academy at Goss,60231000106
APTOS HIGH,California,CA ,Aptos High,62949004535
APTOS JUNIOR HIGH,California,CA ,Aptos Junior High,62949004536
APTOS MIDDLE,California,CA ,Aptos Middle,63441005585
ARAGON AVENUE ELEMENTARY,California,CA ,Aragon Avenue Elementary,62271002821
ARAGON HIGH,California,CA ,Aragon High,63498005919
ARARAT CHARTER,California,CA ,Ararat Charter,62271012437
ARBOGA ELEMENTARY,California,CA ,Arboga Elementary,62409003621
ARBOLITA ELEMENTARY,California,CA ,Arbolita Elementary,62019007589
ARBUCKLE ALTERNATIVE HIGH (CONTINUATION),California,CA ,Arbuckle Alternative High (Continuation),63036002931
ARBUCKLE ELEMENTARY,California,CA ,Arbuckle Elementary,63036004734
ARCADE FUNDAMENTAL MIDDLE,California,CA ,Arcade Fundamental Middle,63462005752
ARCADIA HIGH,California,CA ,Arcadia High,60297000223
ARCATA ELEMENTARY,California,CA ,Arcata Elementary,60300000237
ARCATA HIGH,California,CA ,Arcata High,60303000238
"ARCHITECTURE, CONSTRUCTION & ENGINEERING CHARTER H",California,CA ,"Architecture, Construction & Engineering Charter High (ACE)",62927012465
ARCOHE ELEMENTARY,California,CA ,Arcohe Elementary,60306000241
ARDEN MIDDLE,California,CA ,Arden Middle,63462005753
ARDENWOOD ELEMENTARY,California,CA ,Ardenwood Elementary,61440008138
ARDIS G. EGAN JUNIOR HIGH,California,CA ,Ardis G. Egan Junior High,62265002786
ARELLANES (DON JUAN BAUTISTA) ELEMENTARY,California,CA ,Arellanes (Don Juan Bautista) Elementary,60558009314
ARELLANES JUNIOR HIGH,California,CA ,Arellanes Junior High,60558010660
ARENA ELEMENTARY,California,CA ,Arena Elementary,60309000242
ARENA HIGH (CONTINUATION),California,CA ,Arena High (Continuation),61221008826
ARGONAUT ELEMENTARY,California,CA ,Argonaut Elementary,63591006147
ARGONAUT HIGH,California,CA ,Argonaut High,60245008787
ARGONNE ELEMENTARY,California,CA ,Argonne Elementary,63441005586
ARGUS HIGH (CONTINUATION),California,CA ,Argus High (Continuation),60813000782
ARISE HIGH,California,CA ,ARISE High,62805012040
ARIZONA MIDDLE,California,CA ,Arizona Middle,60243000129
ARK INDEPENDENT STUDIES,California,CA ,Ark Independent Studies,63560007869
ARLANZA ELEMENTARY,California,CA ,Arlanza Elementary,60243000130
ARLENE HEIN ELEMENTARY,California,CA ,Arlene Hein Elementary,61233011060
ARLETA HIGH,California,CA ,Arleta High,62271011652
ARLIE F. HUTCHINSON MIDDLE,California,CA ,Arlie F. Hutchinson Middle,62769004170
ARLINGTON ELEMENTARY,California,CA ,Arlington Elementary,63942006551
ARLINGTON HEIGHTS ELEMENTARY,California,CA ,Arlington Heights Elementary,62271002825
ARLINGTON HEIGHTS ELEMENTARY,California,CA ,Arlington Heights Elementary,63462005754
ARLINGTON HIGH,California,CA ,Arlington High,63315005131
ARMA J. SHULL ELEMENTARY,California,CA ,Arma J. Shull Elementary,60561000504
ARMADA ELEMENTARY,California,CA ,Armada Elementary,62580003863
ARMIJO HIGH,California,CA ,Armijo High,61336001510
ARMINTA STREET ELEMENTARY,California,CA ,Arminta Street Elementary,62271002826
ARMONA ELEMENTARY,California,CA ,Armona Elementary,60318000243
ARMSTRONG ELEMENTARY,California,CA ,Armstrong Elementary,63132004836
ARNOLD ADREANI ELEMENTARY,California,CA ,Arnold Adreani Elementary,61233011064
ARNOLD O. BECKMAN HIGH,California,CA ,Arnold O. Beckman High,64015010994
AROMAS,California,CA ,Aromas,69113610298
AROVISTA ELEMENTARY,California,CA ,Arovista Elementary,60588000526
ARROW HIGH (CONTINUATION),California,CA ,Arrow High (Continuation),60819000798
ARROWHEAD ELEMENTARY,California,CA ,Arrowhead Elementary,63417005345
ARROWVIEW MIDDLE,California,CA ,Arrowview Middle,63417005346
ARROYO ELEMENTARY,California,CA ,Arroyo Elementary,62847004387
ARROYO ELEMENTARY,California,CA ,Arroyo Elementary,63132004837
ARROYO ELEMENTARY,California,CA ,Arroyo Elementary,63684010712
ARROYO ELEMENTARY,California,CA ,Arroyo Elementary,64015006633
ARROYO GRANDE HIGH,California,CA ,Arroyo Grande High,62308003516
ARROYO HIGH,California,CA ,Arroyo High,63471005845
ARROYO HIGH,California,CA ,Arroyo High,61212001363
ARROYO PASEO CHARTER HIGH,California,CA ,Arroyo Paseo Charter High,63432011912
ARROYO SECO ELEMENTARY,California,CA ,Arroyo Seco Elementary,62211002620
ARROYO SECO JUNIOR HIGH,California,CA ,Arroyo Seco Junior High,64251006956
ARROYO SECO MUSEUM SCIENCE,California,CA ,Arroyo Seco Museum Science,62271008888
ARROYO VALLEY HIGH,California,CA ,Arroyo Valley High,63417010365
ARROYO VERDE ELEMENTARY,California,CA ,Arroyo Verde Elementary,63207009619
ARROYO VISTA CHARTER,California,CA ,Arroyo Vista Charter,60861008299
ARROYO VISTA ELEMENTARY,California,CA ,Arroyo Vista Elementary,60744000745
ARROYO VISTA ELEMENTARY,California,CA ,Arroyo Vista Elementary,63750006332
ARROYO VISTA MIDDLE,California,CA ,Arroyo Vista Middle,60744011701
ARROYO WEST ELEMENTARY,California,CA ,Arroyo West Elementary,62569010342
ART FREILER,California,CA ,Art Freiler,60004710394
ART HAYCOX ELEMENTARY,California,CA ,Art Haycox Elementary,61785002201
ARTESIA HIGH,California,CA ,Artesia High,60162000002
ARTHUR A. BENJAMIN HEALTH PROFESSIONS HIGH,California,CA ,Arthur A. Benjamin Health Professions High,63384011078
ARTHUR C. BUTLER ELEMENTARY,California,CA ,Arthur C. Butler Elementary,61233007608
ARTHUR E. MILLS INTERMEDIATE,California,CA ,Arthur E. Mills Intermediate,61384001559
ARTHUR E. WRIGHT MIDDLE,California,CA ,Arthur E. Wright Middle,62100002528
ARTHUR F. COREY ELEMENTARY,California,CA ,Arthur F. Corey Elementary,60636000554
ARTHUR HAPGOOD ELEMENTARY,California,CA ,Arthur Hapgood Elementary,62241002681
ARTHUR S. DUDLEY ELEMENTARY,California,CA ,Arthur S. Dudley Elementary,60790007663
ARTLAB AT SONIA SOTOMAYOR LEARNING ACADEMICS,California,CA ,ARTLAB at Sonia Sotomayor Learning Academics,62271012867
ARTS IN ACTION COMMUNITY CHARTER,California,CA ,Arts In Action Community Charter,62271012683
ARTURO SANCHEZ ELEMENTARY,California,CA ,Arturo Sanchez Elementary,62769004181
ARUNDEL ELEMENTARY,California,CA ,Arundel Elementary,63429005400
ARVIN HIGH,California,CA ,Arvin High,61954002339
ASA CHARTER,California,CA ,ASA Charter,63417011105
"ASAWA (RUTH) SAN FRANCISCO SCH OF THE ARTS, A PUBL",California,CA ,"Asawa (Ruth) San Francisco Sch of the Arts, A Public Sch.",63441001276
ASCEND,California,CA ,ASCEND,62805008677
ASCOT AVENUE ELEMENTARY,California,CA ,Ascot Avenue Elementary,62271002827
ASHLEY FALLS ELEMENTARY,California,CA ,Ashley Falls Elementary,61074007660
ASPEN ELEMENTARY,California,CA ,Aspen Elementary,60964001005
ASPIRE ALEXANDER TWILIGHT COLLEGE PREPARATORY ACAD,California,CA ,Aspire Alexander Twilight College Preparatory Academy,63462012449
ASPIRE ALEXANDER TWILIGHT SECONDARY ACADEMY,California,CA ,Aspire Alexander Twilight Secondary Academy,63462012785
ASPIRE ANTONIO MARIA LUGO ACADEMY,CALIFORNIA,CA ,Aspire Antonio Maria Lugo Academy,69107810891
ASPIRE APEX ACADEMY,California,CA ,Aspire APEX Academy,63801012659
ASPIRE BENJAMIN HOLT COLLEGE PREPARATORY ACADEMY,California,CA ,Aspire Benjamin Holt College Preparatory Academy,62223011341
ASPIRE BERKLEY MAYNARD ACADEMY,California,CA ,Aspire Berkley Maynard Academy,62805010727
ASPIRE CALIFORNIA COLLEGE PREPARATORY ACADEMY,California,CA ,Aspire California College Preparatory Academy,69105112283
ASPIRE CAPITOL HEIGHTS ACADEMY,California,CA ,Aspire Capitol Heights Academy,63384011189
ASPIRE CENTENNIAL COLLEGE PREPARATORY ACADEMY,California,CA ,Aspire Centennial College Preparatory Academy,62271013135
ASPIRE COLLEGE ACADEMY,California,CA ,Aspire College Academy,62805013676
ASPIRE COMMUNITY DAY,CALIFORNIA,CA ,Aspire Community Day,61692013907
ASPIRE EAST PALO ALTO CHARTER,California,CA ,Aspire East Palo Alto Charter,63186007420
ASPIRE EAST PALO ALTO PHOENIX ACADEMY,California,CA ,Aspire East Palo Alto Phoenix Academy,63639012231
ASPIRE ERES ACADEMY,California,CA ,Aspire ERES Academy,62805012542
ASPIRE FIRESTONE ACADEMY,California,CA ,Aspire Firestone Academy,62271012761
ASPIRE GATEWAY ACADEMY,California,CA ,Aspire Gateway Academy,62271012679
ASPIRE GOLDEN STATE COLLEGE PREPARATORY ACADEMY,California,CA ,Aspire Golden State College Preparatory Academy,62805012331
ASPIRE HUNTINGTON PARK CHARTER,California,CA ,Aspire Huntington Park Charter,62271012205
ASPIRE INSKEEP ACADEMY CHARTER,California,CA ,Aspire Inskeep Academy Charter,62271012856
