School Name,State Name [Public School] Latest available year,School ID - NCES Assigned [Public School] Latest available year,School Level Code [Public School] 2012-13,School Level Code [Public School] 2011-12,School Level Code [Public School] 2010-11,Lowest Grade Offered [Public School] 2012-13,Lowest Grade Offered [Public School] 2011-12,Lowest Grade Offered [Public School] 2010-11,Highest Grade Offered [Public School] 2012-13,Highest Grade Offered [Public School] 2011-12,Highest Grade Offered [Public School] 2010-11,Prekindergarten offered [Public School] 2012-13,Prekindergarten offered [Public School] 2011-12,Prekindergarten offered [Public School] 2010-11,Kindergarten offered [Public School] 2012-13,Kindergarten offered [Public School] 2011-12,Kindergarten offered [Public School] 2010-11,Total Students All Grades (Excludes AE) [Public School] 2012-13,Total Students All Grades (Excludes AE) [Public School] 2011-12,Total Students All Grades (Excludes AE) [Public School] 2010-11,Free Lunch Eligible [Public School] 2012-13,Free Lunch Eligible [Public School] 2011-12,Free Lunch Eligible [Public School] 2010-11,Reduced-price Lunch Eligible Students [Public School] 2012-13,Reduced-price Lunch Eligible Students [Public School] 2011-12,Reduced-price Lunch Eligible Students [Public School] 2010-11,Free and Reduced Lunch Students [Public School] 2012-13,Free and Reduced Lunch Students [Public School] 2011-12,Free and Reduced Lunch Students [Public School] 2010-11,Prekindergarten and Kindergarten Students [Public School] 2012-13,Prekindergarten and Kindergarten Students [Public School] 2011-12,Prekindergarten and Kindergarten Students [Public School] 2010-11,Grades 1-8 Students [Public School] 2012-13,Grades 1-8 Students [Public School] 2011-12,Grades 1-8 Students [Public School] 2010-11,Grades 9-12 Students [Public School] 2012-13,Grades 9-12 Students [Public School] 2011-12,Grades 9-12 Students [Public School] 2010-11,Prekindergarten Students [Public School] 2012-13,Prekindergarten Students [Public School] 2011-12,Prekindergarten Students [Public School] 2010-11,Kindergarten Students [Public School] 2012-13,Kindergarten Students [Public School] 2011-12,Kindergarten Students [Public School] 2010-11,Male Students [Public School] 2012-13,Male Students [Public School] 2011-12,Male Students [Public School] 2010-11,Female Students [Public School] 2012-13,Female Students [Public School] 2011-12,Female Students [Public School] 2010-11,American Indian/Alaska Native Students [Public School] 2012-13,American Indian/Alaska Native Students [Public School] 2011-12,American Indian/Alaska Native Students [Public School] 2010-11,Asian or Asian/Pacific Islander Students [Public School] 2012-13,Asian or Asian/Pacific Islander Students [Public School] 2011-12,Asian or Asian/Pacific Islander Students [Public School] 2010-11,Hispanic Students [Public School] 2012-13,Hispanic Students [Public School] 2011-12,Hispanic Students [Public School] 2010-11,Black Students [Public School] 2012-13,Black Students [Public School] 2011-12,Black Students [Public School] 2010-11,White Students [Public School] 2012-13,White Students [Public School] 2011-12,White Students [Public School] 2010-11,Hawaiian Nat./Pacific Isl. Students [Public School] 2012-13,Hawaiian Nat./Pacific Isl. Students [Public School] 2011-12,Hawaiian Nat./Pacific Isl. Students [Public School] 2010-11,Two or More Races Students [Public School] 2012-13,Two or More Races Students [Public School] 2011-12,Two or More Races Students [Public School] 2010-11,Total Race/Ethnicity [Public School] 2012-13,Total Race/Ethnicity [Public School] 2011-12,Total Race/Ethnicity [Public School] 2010-11
LINDSAY COMMUNITY DAY,California,062187008420,3-High,3-High,3-High,7th Grade,7th Grade,8th Grade,12th Grade,12th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,8,11,12,5,†,8,0,†,1,5,†,9,†,†,†,2,4,5,6,7,7,†,†,†,†,†,†,7,9,8,1,2,4,0,0,0,0,0,0,7,9,10,0,0,0,1,2,2,0,0,0,0,0,0,8,11,12
LINDSAY SENIOR HIGH,California,062187002595,3-High,3-High,3-High,9th Grade,9th Grade,9th Grade,12th Grade,12th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,996,1050,1062,993,–,654,0,–,52,993,619,706,†,†,†,†,†,†,996,1050,1062,†,†,†,†,†,†,506,542,521,490,508,541,2,1,2,30,30,32,886,934,935,0,1,6,77,83,76,1,1,2,0,0,9,996,1050,1062
LINDSEY ACADEMY,California,062250012117,2-Middle,2-Middle,2-Middle,6th Grade,6th Grade,6th Grade,8th Grade,8th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,845,869,913,640,†,739,100,†,97,740,†,836,†,†,†,845,869,913,–,†,†,†,†,†,†,†,†,427,429,431,418,440,482,1,5,2,46,48,63,585,594,609,165,175,191,19,19,24,23,22,20,6,6,4,845,869,913
LINNS VALLEY-POSO FLAT ELEMENTARY,California,062190002597,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,8th Grade,8th Grade,8th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,30,24,23,14,†,16,5,†,4,19,†,20,5,2,0,25,22,23,–,†,†,†,†,†,5,2,0,15,13,12,15,11,11,0,0,0,0,0,0,1,2,3,0,0,0,27,20,19,0,0,0,2,2,1,30,24,23
LINSCOTT CHARTER,California,062949009599,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,8th Grade,8th Grade,8th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,272,274,255,43,†,53,31,†,33,74,†,86,21,43,22,251,231,233,–,†,†,†,†,†,21,43,22,127,131,121,145,143,134,1,1,2,8,10,10,185,174,147,0,2,2,76,86,92,0,0,0,2,1,2,272,274,255
LINTON T. SIMMONS ELEMENTARY,California,061488007588,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,6th Grade,6th Grade,6th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,398,407,407,334,†,327,29,†,50,363,†,377,56,57,59,342,350,348,–,†,†,†,†,†,56,57,59,195,203,207,203,204,200,0,0,1,31,42,46,345,341,336,3,2,4,12,13,14,7,9,5,0,0,1,398,407,407
LINVILLE COMMUNITY DAY,California,063732007474,†,†,2-Middle,†,†,7th Grade,†,†,8th Grade,†,†,2-No,†,†,2-No,†,†,0,†,†,0,†,†,0,†,†,0,†,†,†,†,†,0,†,†,†,†,†,†,†,†,†,†,†,0,†,†,0,†,†,0,†,†,0,†,†,0,†,†,0,†,†,0,†,†,0,†,†,0,†,†,0
LINWOOD E. HOWE ELEMENTARY,California,061026001120,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,5th Grade,5th Grade,5th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,550,540,501,186,247,180,53,0,60,239,247,240,103,103,77,447,437,424,–,†,†,†,†,†,103,103,77,293,273,256,257,267,245,4,4,3,36,37,27,224,240,221,57,49,51,202,184,170,4,5,5,23,21,24,550,540,501
LINWOOD ELEMENTARY,California,064116006798,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,6th Grade,6th Grade,6th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,693,667,696,273,–,255,76,–,44,349,413,299,88,83,99,605,584,597,–,†,†,†,†,†,88,83,99,359,331,344,334,336,352,10,4,11,37,43,44,343,315,342,15,12,15,266,273,274,1,0,0,21,20,10,693,667,696
LIPMAN MIDDLE,California,060606000542,2-Middle,2-Middle,2-Middle,6th Grade,6th Grade,6th Grade,8th Grade,8th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,170,181,189,42,†,51,13,†,25,55,†,76,†,†,†,169,179,189,–,†,†,†,†,†,†,†,†,103,105,103,66,76,86,0,1,0,45,46,48,50,52,62,7,5,5,46,51,49,7,5,4,14,21,21,169,181,189
LISA J. MAILS ELEMENTARY,California,060002911921,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,7th Grade,7th Grade,7th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,976,1014,1012,146,–,111,106,–,69,252,477,180,138,136,152,838,878,860,–,†,†,†,†,†,138,136,152,459,498,492,517,516,520,2,2,2,74,77,90,290,286,290,44,44,40,473,496,495,9,8,5,84,101,90,976,1014,1012
LITERACY FIRST CHARTER,California,069103010374,4-Other,1-Primary,4-Other,Kindergarten,Kindergarten,Kindergarten,12th Grade,8th Grade,9th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1490,1219,1071,448,495,255,124,0,113,572,495,368,153,147,120,1104,1072,951,233,†,0,†,†,†,153,147,120,686,570,510,804,649,561,6,6,5,349,296,234,296,219,187,58,41,42,730,626,562,4,2,3,47,29,38,1490,1219,1071
LITTLE CHICO CREEK ELEMENTARY,California,060837010191,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,6th Grade,6th Grade,6th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,610,583,559,321,†,249,74,†,48,395,†,297,75,90,70,535,493,489,–,†,†,†,†,†,75,90,70,314,317,295,296,266,264,9,13,13,41,46,40,157,140,111,26,26,26,346,328,344,2,5,7,29,25,18,610,583,559
LITTLE LAKE CHARTER,California,064256012923,†,†,†,†,Kindergarten,†,†,8th Grade,†,2-No,2-No,†,2-No,1-Yes,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,–,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†
LITTLE LAKE ELEMENTARY,California,061692002156,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,5th Grade,5th Grade,5th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,843,824,796,532,–,476,119,–,94,651,506,570,141,149,134,702,675,662,–,†,†,†,†,†,141,149,134,461,455,446,382,369,350,15,15,20,7,10,12,402,377,361,48,41,43,338,362,343,1,1,4,32,18,13,843,824,796
LITTLE MOUNTAIN ELEMENTARY,California,063417013056,1-Primary,†,†,Kindergarten,†,†,6th Grade,†,†,2-No,†,†,1-Yes,†,†,–,†,†,–,†,†,–,†,†,–,†,†,–,†,†,–,†,†,–,†,†,†,†,†,–,†,†,†,†,†,†,†,†,–,†,†,–,†,†,–,†,†,–,†,†,–,†,†,–,†,†,–,†,†,–,†,†
LITTLE SHASTA ELEMENTARY,California,062196002609,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,6th Grade,6th Grade,6th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,26,30,30,4,–,7,3,–,4,7,–,11,4,2,5,22,28,25,–,†,†,†,†,†,4,2,5,15,16,14,11,14,16,2,1,1,0,0,0,3,6,2,0,0,0,21,23,27,0,0,0,0,0,0,26,30,30
LITTLEROCK HIGH,California,060282009516,3-High,3-High,3-High,9th Grade,9th Grade,9th Grade,12th Grade,12th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,1598,1673,1789,1045,†,1237,142,†,222,1187,†,1459,†,†,†,†,†,†,1598,1673,1789,†,†,†,†,†,†,840,863,919,758,810,870,8,7,9,12,13,14,1168,1198,1232,146,155,178,233,268,345,1,1,1,30,31,10,1598,1673,1789
LIVE OAK ALTERNATIVE,California,062205009891,4-Other,4-Other,3-High,Kindergarten,Kindergarten,7th Grade,12th Grade,12th Grade,12th Grade,2-No,2-No,2-No,1-Yes,1-Yes,2-No,16,19,30,8,†,20,2,†,2,10,†,22,0,0,†,6,8,8,10,11,22,†,†,†,0,0,†,8,13,15,8,6,15,0,0,0,1,0,1,8,12,13,0,0,2,7,7,14,0,0,0,0,0,0,16,19,30
LIVE OAK CHARTER,California,063023010431,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,8th Grade,8th Grade,8th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,260,268,243,48,63,0,21,0,0,69,63,0,45,51,47,215,217,196,–,†,†,†,†,†,45,51,47,134,129,111,126,139,132,1,0,2,0,1,2,19,19,21,3,2,2,226,235,207,0,0,0,11,11,9,260,268,243
LIVE OAK ELEMENTARY,California,063513011880,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,5th Grade,5th Grade,5th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1125,1119,1076,21,†,23,4,†,16,25,†,39,182,194,184,943,925,892,–,†,†,†,†,†,182,194,184,552,558,550,573,561,526,0,1,1,869,868,811,33,38,42,21,26,22,107,104,124,2,2,1,93,80,75,1125,1119,1076
LIVE OAK ELEMENTARY,California,060774009341,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,5th Grade,5th Grade,6th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,628,646,667,161,0,169,43,3,37,204,3,206,94,97,107,534,549,560,–,†,†,†,†,†,94,97,107,296,309,341,332,337,326,0,0,0,41,48,46,273,273,282,13,12,12,281,292,298,2,0,0,18,21,29,628,646,667
LIVE OAK ELEMENTARY,California,061350009817,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,6th Grade,6th Grade,6th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,727,721,745,415,–,436,84,–,77,499,32,513,79,103,103,648,618,642,–,†,†,†,†,†,79,103,103,384,361,391,343,360,354,3,5,7,12,11,5,480,456,453,19,25,23,199,216,250,4,3,4,10,5,3,727,721,745
LIVE OAK ELEMENTARY,California,062223002656,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,6th Grade,6th Grade,6th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,280,269,263,231,†,147,26,†,29,257,†,176,35,44,30,245,225,233,–,†,†,†,†,†,35,44,30,145,139,139,135,130,124,2,2,1,7,15,22,207,190,178,5,4,5,55,57,57,0,0,0,4,1,0,280,269,263
LIVE OAK ELEMENTARY,California,062199002612,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,5th Grade,5th Grade,5th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,398,355,359,282,352,269,49,–,36,331,352,305,102,71,62,296,284,297,–,†,†,†,†,†,102,71,62,203,179,181,195,176,178,1,4,6,3,6,12,299,266,275,11,7,7,52,55,45,0,0,0,32,17,14,398,355,359
LIVE OAK ELEMENTARY,California,061392001593,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,6th Grade,6th Grade,6th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,640,641,612,637,†,477,0,†,86,637,†,563,95,103,86,545,538,526,–,†,†,†,†,†,95,103,86,323,328,307,317,313,305,0,0,0,0,0,3,620,618,587,6,9,7,12,14,15,0,0,0,2,0,0,640,641,612
LIVE OAK HIGH,California,062583003877,3-High,3-High,3-High,9th Grade,9th Grade,8th Grade,12th Grade,12th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,1151,1211,1243,276,–,308,30,–,43,306,424,351,†,†,†,1,1,0,1150,1210,1243,†,†,†,†,†,†,552,580,609,599,631,634,6,5,4,84,72,78,512,555,554,22,26,22,514,542,573,8,7,7,5,4,5,1151,1211,1243
LIVE OAK HIGH,California,062205002615,3-High,3-High,3-High,9th Grade,9th Grade,9th Grade,12th Grade,12th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,528,520,536,339,†,327,55,†,70,394,†,397,†,†,†,†,1,†,528,519,536,†,†,†,†,†,†,246,248,261,282,272,275,5,7,4,78,85,86,309,294,317,1,7,6,134,125,121,1,2,2,0,0,0,528,520,536
LIVE OAK HIGH (CONTINUATION),California,060285000213,3-High,3-High,3-High,10th Grade,10th Grade,9th Grade,12th Grade,12th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,174,175,172,105,†,105,7,†,11,112,†,116,†,†,†,†,†,†,174,175,172,†,†,†,†,†,†,99,102,100,75,73,72,1,3,3,3,0,3,77,82,73,47,43,43,38,39,43,4,1,2,4,7,5,174,175,172
LIVE OAK MIDDLE,California,063987009647,2-Middle,2-Middle,2-Middle,6th Grade,6th Grade,6th Grade,8th Grade,8th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,741,717,746,360,404,391,59,0,88,419,404,479,†,†,†,741,717,746,–,†,†,†,†,†,†,†,†,380,373,382,361,344,364,2,4,3,17,20,24,446,428,449,40,42,34,233,219,232,1,4,4,2,0,0,741,717,746
LIVE OAK MIDDLE,California,062205002614,2-Middle,2-Middle,2-Middle,5th Grade,5th Grade,5th Grade,8th Grade,8th Grade,9th Grade,2-No,2-No,2-No,2-No,2-No,2-No,472,486,485,361,†,345,48,†,42,409,†,387,†,†,†,472,486,485,–,†,0,†,†,†,†,†,†,240,243,234,232,243,251,5,4,2,62,58,68,293,306,279,1,5,3,108,109,132,1,3,1,2,1,0,472,486,485
LIVERMORE HIGH,California,062211002630,3-High,3-High,3-High,9th Grade,9th Grade,8th Grade,12th Grade,12th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,1810,1929,2000,313,–,355,55,–,65,368,35,420,†,†,†,†,†,0,1809,1929,2000,†,†,†,†,†,†,909,955,981,900,974,1019,9,12,11,158,163,186,447,491,464,33,48,66,1013,1057,1237,4,4,6,145,154,30,1809,1929,2000
LIVERMORE VALLEY CHARTER,California,060015110736,1-Primary,1-Primary,4-Other,Kindergarten,Kindergarten,Kindergarten,8th Grade,8th Grade,11th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1089,931,932,38,18,32,1,0,0,39,18,32,122,100,100,967,831,832,–,†,0,†,†,†,122,100,100,533,442,466,556,489,466,16,7,8,181,139,126,106,99,103,21,15,15,736,654,669,5,4,4,24,13,7,1089,931,932
LIVERMORE VALLEY CHARTER PREPARATORY HIGH,California,060134412554,3-High,3-High,3-High,9th Grade,9th Grade,9th Grade,12th Grade,12th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,330,191,70,35,19,12,11,0,0,46,19,12,†,†,†,†,1,†,330,190,70,†,†,†,†,†,†,182,109,47,148,82,23,1,0,0,39,19,7,79,37,13,10,11,2,185,110,34,2,1,0,14,13,14,330,191,70
LIVINGSTON HIGH,California,062466003700,3-High,3-High,3-High,9th Grade,9th Grade,9th Grade,12th Grade,12th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,1116,1150,1157,811,†,845,169,†,193,980,†,1038,†,†,†,†,†,†,1116,1150,1157,†,†,†,†,†,†,537,569,571,579,581,586,3,3,3,161,180,184,885,897,882,2,0,5,57,64,74,1,1,1,7,5,8,1116,1150,1157
LIVINGSTON MIDDLE,California,062217002639,2-Middle,2-Middle,2-Middle,6th Grade,6th Grade,6th Grade,8th Grade,8th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,828,807,792,675,†,555,85,†,165,760,†,720,†,†,†,828,807,792,–,†,†,†,†,†,†,†,†,427,404,411,401,403,381,4,1,2,110,108,118,659,648,624,3,4,5,51,46,43,1,0,0,0,0,0,828,807,792
LIVINGSTON STEPPING STONES PRESCHOOL,California,062217013575,†,†,†,†,†,†,†,†,†,2-No,†,†,2-No,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,–,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†
LLOYD G. JOHNSON JUNIOR HIGH,California,063036008941,2-Middle,2-Middle,2-Middle,6th Grade,6th Grade,6th Grade,8th Grade,8th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,308,335,314,185,–,147,50,–,32,235,77,179,†,†,†,308,335,314,–,†,†,†,†,†,†,†,†,177,171,162,131,164,152,0,2,3,4,4,3,218,239,220,7,5,3,77,84,83,0,1,2,2,0,0,308,335,314
LLOYD HANCE COMMUNITY,California,069101410510,3-High,3-High,3-High,7th Grade,7th Grade,9th Grade,12th Grade,12th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,34,18,17,31,–,11,0,–,0,31,9,11,†,†,†,0,0,†,34,18,17,†,†,†,†,†,†,21,5,4,13,13,13,8,7,0,0,0,0,9,4,11,1,1,1,16,6,4,0,0,1,0,0,0,34,18,17
LO-INYO ELEMENTARY,California,062244002692,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,8th Grade,8th Grade,8th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,267,256,274,181,†,158,10,†,33,191,†,191,38,37,30,229,219,244,–,†,†,†,†,†,38,37,30,152,142,154,115,114,120,38,39,39,4,5,5,135,132,133,2,3,5,80,67,84,0,0,0,8,10,8,267,256,274
LO-INYO ELEMENTARY COMMUNITY DAY,California,062244011596,1-Primary,1-Primary,2-Middle,Kindergarten,Kindergarten,7th Grade,8th Grade,8th Grade,8th Grade,2-No,2-No,2-No,1-Yes,1-Yes,2-No,–,–,0,–,–,0,–,–,0,–,–,0,–,–,†,–,–,0,–,†,†,†,†,†,–,–,†,†,–,0,†,–,0,–,–,0,–,–,0,–,–,0,–,–,0,–,–,0,–,–,0,–,–,0,–,–,0
LOARA ELEMENTARY,California,060261000158,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,6th Grade,6th Grade,6th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,563,601,590,358,†,322,86,†,127,444,†,449,55,80,59,508,521,531,–,†,†,†,†,†,55,80,59,304,335,329,259,266,261,3,3,4,99,126,106,372,371,382,22,30,31,50,63,61,9,3,3,8,5,3,563,601,590
LOARA HIGH,California,060263000180,3-High,3-High,3-High,9th Grade,9th Grade,9th Grade,12th Grade,12th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2624,2741,2732,1496,–,1531,289,–,319,1785,357,1850,†,†,†,†,†,†,2624,2741,2732,†,†,†,†,†,†,1310,1368,1376,1314,1373,1356,7,8,5,300,311,312,1960,2014,1944,51,59,64,246,289,331,20,30,33,40,30,43,2624,2741,2732
LOCKEFORD ELEMENTARY,California,062223002657,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,1st Grade,8th Grade,7th Grade,6th Grade,2-No,2-No,2-No,1-Yes,1-Yes,2-No,480,407,275,279,†,112,35,†,20,314,†,132,51,55,†,429,352,275,–,†,†,†,†,†,51,55,†,258,217,154,222,190,121,6,6,6,10,7,8,249,208,132,5,3,3,203,176,119,0,0,2,7,7,5,480,407,275
LOCKHURST DRIVE CHARTER ELEMENTARY,California,062271003141,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,5th Grade,5th Grade,6th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,301,302,386,49,†,82,11,†,10,60,†,92,57,73,51,244,229,335,–,†,†,†,†,†,57,73,51,164,167,239,137,135,147,1,1,2,47,48,47,82,88,102,9,8,12,162,156,221,0,1,1,0,0,1,301,302,386
LOCKWOOD AVENUE ELEMENTARY,California,062271003142,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,6th Grade,6th Grade,7th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,493,512,567,272,–,266,4,–,9,276,298,275,34,40,47,459,472,520,–,†,†,†,†,†,34,40,47,252,261,290,241,251,277,0,1,2,66,64,59,407,438,484,15,6,11,5,3,3,0,0,0,0,0,8,493,512,567
LOCONOMA VALLEY HIGH,California,062475003707,3-High,3-High,3-High,9th Grade,9th Grade,10th Grade,12th Grade,12th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,18,19,10,11,†,5,0,†,0,11,†,5,†,†,†,†,†,†,18,19,10,†,†,†,†,†,†,11,13,7,7,6,3,0,0,0,0,0,0,4,1,0,0,0,0,14,16,10,0,0,0,0,2,0,18,19,10
LOCUST ELEMENTARY,California,061392009136,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,6th Grade,6th Grade,6th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,516,519,523,513,–,386,0,–,84,513,121,470,66,77,65,450,442,458,–,†,†,†,†,†,66,77,65,284,251,257,232,268,266,2,2,2,9,9,18,445,449,425,24,22,27,33,34,49,1,1,1,2,2,1,516,519,523
LODGE POLE ELEMENTARY (ALTERNATIVE),California,063680503059,1-Primary,1-Primary,2-Middle,Kindergarten,Kindergarten,4th Grade,8th Grade,8th Grade,8th Grade,2-No,2-No,2-No,1-Yes,1-Yes,2-No,5,7,4,–,4,0,–,–,0,–,4,0,0,0,†,5,7,4,–,†,†,†,†,†,0,0,†,4,5,2,1,2,2,1,1,0,0,0,0,1,1,0,0,0,0,3,5,4,0,0,0,0,0,0,5,7,4
LODI HIGH,California,062223002658,3-High,3-High,3-High,9th Grade,9th Grade,9th Grade,12th Grade,12th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2073,2025,2063,849,†,692,169,†,159,1018,†,851,†,†,†,†,†,†,2073,2025,2063,†,†,†,†,†,†,1067,1009,1035,1006,1016,1028,9,10,13,81,75,89,803,765,732,16,17,20,1132,1137,1186,7,3,7,25,18,16,2073,2025,2063
LODI MIDDLE,California,062223002663,2-Middle,2-Middle,2-Middle,7th Grade,7th Grade,7th Grade,8th Grade,8th Grade,9th Grade,2-No,2-No,2-No,2-No,2-No,2-No,858,871,907,577,†,553,74,†,111,651,†,664,†,†,†,858,871,906,–,†,1,†,†,†,†,†,†,462,443,471,396,428,436,1,0,3,102,104,100,500,489,491,7,3,16,225,263,293,4,4,2,19,8,2,858,871,907
LOGAN K-8,California,063432005503,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,8th Grade,8th Grade,8th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,695,627,620,692,†,579,0,†,10,692,†,589,103,84,101,592,543,519,–,†,†,†,†,†,103,84,101,365,322,306,330,305,314,2,2,2,2,1,0,668,608,590,18,15,26,3,0,1,0,0,0,2,1,1,695,627,620
LOGAN STREET ELEMENTARY,California,062271003143,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,8th Grade,7th Grade,6th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,529,484,475,250,–,244,4,–,5,254,132,249,64,66,62,465,418,413,–,†,†,†,†,†,64,66,62,284,262,239,245,222,236,2,0,0,34,40,31,485,439,435,4,3,4,4,1,0,0,0,0,0,1,5,529,484,475
LOIS E. BORCHARDT ELEMENTARY,California,062223011356,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,6th Grade,6th Grade,6th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,830,823,806,527,–,468,111,–,116,638,63,584,103,124,104,727,699,702,–,†,†,†,†,†,103,124,104,403,407,386,427,416,420,3,2,1,133,127,107,465,442,434,12,15,14,189,214,232,2,3,3,26,20,15,830,823,806
LOLETA ELEMENTARY,California,062232002671,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,8th Grade,8th Grade,8th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,119,83,98,99,†,77,10,†,13,109,†,90,12,0,14,107,83,84,–,†,†,†,†,†,12,0,14,59,38,43,60,45,55,10,25,34,0,1,0,32,26,33,0,1,0,21,23,26,0,0,0,56,7,5,119,83,98
LOMA ALTA ELEMENTARY,California,062994004676,†,†,1-Primary,†,†,Kindergarten,†,†,6th Grade,†,†,2-No,†,†,1-Yes,†,†,180,†,†,118,†,†,18,†,†,136,†,†,27,†,†,153,†,†,†,†,†,†,†,†,27,†,†,114,†,†,66,†,†,0,†,†,5,†,†,93,†,†,57,†,†,17,†,†,1,†,†,7,†,†,180
LOMA ELEMENTARY,California,062025002436,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,6th Grade,6th Grade,5th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,490,541,469,228,†,225,48,†,42,276,†,267,64,81,78,426,460,391,–,†,†,†,†,†,64,81,78,255,282,237,235,259,232,3,4,4,25,32,25,257,262,225,59,69,58,107,119,108,2,7,7,37,48,42,490,541,469
